solar_field_id,device_id,device_name,date,energy_kwh
SF-005,SF-005-INV-01,Inverter 01,2026-07-16,2194.3
SF-005,SF-005-INV-01,Inverter 01,2026-07-17,2372.5
SF-005,SF-005-INV-01,Inverter 01,2026-07-18,2179.7
SF-005,SF-005-INV-01,Inverter 01,2026-07-19,2119.0
SF-005,SF-005-INV-01,Inverter 01,2026-07-20,1601.2
SF-005,SF-005-INV-01,Inverter 01,2026-07-21,2411.2
SF-005,SF-005-INV-01,Inverter 01,2026-07-22,2219.7
SF-005,SF-005-INV-01,Inverter 01,2026-07-23,2294.4
SF-005,SF-005-INV-01,Inverter 01,2026-07-24,2164.0
SF-005,SF-005-INV-01,Inverter 01,2026-07-25,2352.6
SF-005,SF-005-INV-01,Inverter 01,2026-07-26,2353.2
SF-005,SF-005-INV-01,Inverter 01,2026-07-27,2329.6
SF-005,SF-005-INV-01,Inverter 01,2026-07-28,2510.5
SF-005,SF-005-INV-01,Inverter 01,2026-07-29,2242.0
SF-005,SF-005-INV-01,Inverter 01,2026-07-30,2156.1
SF-005,SF-005-INV-01,Inverter 01,2026-07-31,2300.4
SF-005,SF-005-INV-02,Inverter 02,2026-07-01,2027.3
SF-005,SF-005-INV-02,Inverter 02,2026-07-02,2116.9
SF-005,SF-005-INV-02,Inverter 02,2026-07-03,2069.2
SF-005,SF-005-INV-02,Inverter 02,2026-07-04,2083.1
SF-005,SF-005-INV-02,Inverter 02,2026-07-05,2057.0
SF-005,SF-005-INV-02,Inverter 02,2026-07-06,2044.1
SF-005,SF-005-INV-02,Inverter 02,2026-07-07,2202.6
SF-005,SF-005-INV-02,Inverter 02,2026-07-08,2103.8
SF-005,SF-005-INV-02,Inverter 02,2026-07-09,2012.3
SF-005,SF-005-INV-02,Inverter 02,2026-07-10,2225.8
SF-005,SF-005-INV-02,Inverter 02,2026-07-11,2176.0
SF-005,SF-005-INV-02,Inverter 02,2026-07-12,2329.7
SF-005,SF-005-INV-02,Inverter 02,2026-07-13,2399.0
SF-005,SF-005-INV-02,Inverter 02,2026-07-14,2164.5
SF-005,SF-005-INV-02,Inverter 02,2026-07-15,1602.8
SF-005,SF-005-INV-02,Inverter 02,2026-07-16,2164.3
SF-005,SF-005-INV-02,Inverter 02,2026-07-17,2340.6
SF-005,SF-005-INV-02,Inverter 02,2026-07-18,2142.6
SF-005,SF-005-INV-02,Inverter 02,2026-07-19,2075.1
SF-005,SF-005-INV-02,Inverter 02,2026-07-20,1558.1
SF-005,SF-005-INV-02,Inverter 02,2026-07-21,2340.0
SF-005,SF-005-INV-02,Inverter 02,2026-07-22,2180.8
SF-005,SF-005-INV-02,Inverter 02,2026-07-23,2247.4
SF-005,SF-005-INV-02,Inverter 02,2026-07-24,2117.2
SF-005,SF-005-INV-02,Inverter 02,2026-07-25,2292.7
SF-005,SF-005-INV-02,Inverter 02,2026-07-26,2304.3
SF-005,SF-005-INV-02,Inverter 02,2026-07-27,2266.2
SF-005,SF-005-INV-02,Inverter 02,2026-07-28,2455.8
SF-005,SF-005-INV-02,Inverter 02,2026-07-29,2184.0
SF-005,SF-005-INV-02,Inverter 02,2026-07-30,2107.5
SF-005,SF-005-INV-02,Inverter 02,2026-07-31,2244.6
